sentencas,nenhum,adm-publica,agricultura-pecuaria-pesca-extrativismo,arte-cultura-religiao,cidades-desenvolvimento-urbano,ciencia-tecnologia-inovacao,ciencias-exatas,ciencias-sociais,comunicacoes,defesa-seguranca,direito-civil,direito-constitucional,direito-consumidor,direito-justica,direito-penal,direitos-humanos-minorias,economia,educacao,energia-recursos-hidricos-minerais,esporte-lazer,estrutura-fundiaria,financas-publicas-orcamento,homenagens-datas-comemorativas,industria-comercio-servicos,meio-ambiente-desenvolvimento-sustentavel,politica-partidos-eleicoes,previdencia-assistencia-social,processo-legislativo-atuacao-parlamentar,relacoes-internacionais-comercio-exterior,saude,trabalho-emprego,turismo,viacao-transporte-mobilidade,impeachment,corrupção,serviço-público,reforma-política,eleição
"Nós temos consciência disso, sr Presidente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Com pouco tempo de exploração intensiva do solo pelo agronegócio, nessa região de fronteira agrícola recente, com uso de agrotóxicos, monocultura ou pecuária extensiva, sem cuidados com as nascentes e com desmatamento exagerado, já há claros sinais de desertificação no noroeste mineiro.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parabéns à Presidenta Dilma por reafirmar sempre e mais seu profundo compromisso com a garantia do emprego da classe trabalhadora!.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pessoalmente, eu acho que a proposta vai no rumo certo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Por isso, o Governo encaminha o voto sim"", sr Presidente.. sr Presidente, quero registrar que se não fosse a capacidade empresarial e técnica da PETROBRAS de ter descoberto o pré-sal e se não fosse a inteligência do Governo da Presidenta Dilma e do Congresso Nacional de ter determinado % do pré-sal para a educação, com certeza hoje a Câmara não estaria votando os % do PIB para a educação.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sou, nesse sentido, companheira de todas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Se isso não for um problema, tudo certo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vai-se quebrar o banco, vai-se quebrar um dos maiores instrumentos estratégicos do desenvolvimento deste País.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uma ação enérgica do poder público sobre o setor de telecomunicações se faz necessária, pois a questão da qualidade do serviço já transcende a mera relação entre consumidores e empresas para se configurar uma questão de cidadania.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sr Presidente, estamos com os lotéricos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parte dos trabalhos da comissão é ajudar as dioceses a colocar em prática ações para prevenir o abuso e trabalhar com as vítimas no processo de superação dos traumas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vale lembrar, ainda, a existência do Tribunal Penal Internacional, sediado em Haia, com competência para julgar e punir aqueles que, na ação, cometem crimes de guerra.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
É nítida a ofensa praticada por esse grupo LGBT à comunidade religiosa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sr Presidente, sr e sr Deputados, o Município de Rio do Antônio, no sudoeste da Bahia, não aguenta mais conviver com a desastrosa administração do Prefeito Humberto Guimarães.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estamos tratando mal a formação de nossas crianças.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Não é antes do meio-dia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Como?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quero dedicar esta minha brevíssima fala a um grande Parlamentar, Constituinte, Deputado, cassado depois pelo Golpe de , que retomou a sua vida política, sua história de lutas no Parlamento e fora dele, chamado Plínio de Arruda Sampaio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A saída é a saída da Dilma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Como cidadão brasileiro e Deputado Federal, coloco-me ao lado do Sistema S, pelo emprego e pelo desenvolvimento do nosso País.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A nona posição frisou o mensalão mineiro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E faço uma saudação a todos os trabalhadores e empresários das lotéricas que estão aqui , que com certeza sairão daqui hoje com uma posição, a mais justa que possam ter, para contemplar aqueles que já estão na atividade e que nela precisam continuar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portanto, esse argumento colocado em plenário de que teremos candidatos menores de  anos não se sustenta pelo texto do caput do artigo constitucional.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E quem conhece Belém vai achar mais absurdo ainda: está faltando água na Capital do Pará.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
São esses que sofrem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enquanto entre os brancos o índice de analfabetismo era de ,%, pardos e pretos atingiram % e ,%, respectivamente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
São vários.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nós nos negamos às cotas para assegurar as cadeiras.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depois, quando a Presidente Dilma foi para os Estados Unidos, o Lulinha Paz e Amor vestiu-se da imagem do capeta e veio para Brasília fazer articulações na calada da noite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No Pará, três em cada dez alunos abandonam a escola.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Essa emenda precisa ser construída e finalizada num acordo entre as entidades, para que o custo de produção cubra efetivamente todas as despesas e a mão de obra do agricultor integrado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A colocação no mercado de trabalho e na sociedade são as premências dos refugiados, já que estão vivendo em apartamentos alugados pela Igreja Católica, no caso dos sírios, ou em alojamentos improvisados ou morando de favor em condições bastante precárias, no caso dos haitianos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Um cidadão chamado Marcello Reis, do blog Revoltados on line , já agrediu fisicamente o Senador Paulo Rocha, do Pará, no hotel, e ameaçou agredir mais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eu tenho certeza de que a unidade do SINDISAN, de todos os trabalhadores e trabalhadoras, em defesa do saneamento público, em defesa da DESO, em defesa da COHIDRO, em defesa da não privatização... Quero parabenizá-los, porque nós não temos dúvida nenhuma de que essa imposição do Governo Federal, que quer, a partir da privatização das empresas estatais estaduais, a exemplo de saneamento, a exemplo dos bancos - no nosso caso de Sergipe, o BANESE - da DESO, das empresas estatais, negociar qualquer acordo a partir destas privatizações... Então, é fundamental a unidade do movimento sindical combativo de todas as centrais sindicais contra a privatização da DESO e das empresas públicas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E não venham falar em pesquisas de opinião, que revelam pouco apoio da população.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Por quê?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"São menores, não é mesmo?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A Presidenta está sensível a isso, desde que possa cumprir também com o que determina o TCU e, obviamente, se nós conseguirmos arranjar aqui as saídas para que a nossa Presidenta possa atender ao apelo dos senhores sem ser, ao mesmo tempo, criminalizada ou punida pelo Tribunal de Contas da União.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A morte brutal ocorrida no exercício de sua profissão não pode ser vista como um acidente de trabalho.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Da mesma forma, formalizei pedido de providências à área de segurança pública do Pará, através de audiência com o Secretário de Segurança, General Jeannot Jansen da Silva Filho.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A pesquisa não perguntou há quanto tempo quem detesta o PT se sente assim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depois de um breve descanso na sala mesmo, voltava a lida e não tinha hora para parar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabemos que o repasse de recursos do Governo Federal para a compra de ambulâncias pelos Municípios não ocorre desde .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ora, meus amigos, num momento em que se fala de golpe, eu pergunto a V.Exas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A análise mostra que crianças e adolescentes vítimas de abuso estão mais propensas à depressão, ao suicídio, à gravidez, ao menor uso de métodos anticoncepcionais, ao maior risco de repetição da agressão e às doenças sexualmente transmissíveis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Se votarmos a minha emenda, pode passar só fusão ou incorporação"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eu sei que a modernidade demanda que nós tenhamos equipamentos cada vez mais sofisticados, mais leves, mais compactos, mais smart , ou seja, com múltiplas funções, com pequenas proporções e com menor peso.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O que o Brasil quer, por ampla maioria, é eleição e partido político sem dinheiro de empresas financiando as eleições.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ainda temos custos expressivos previstos no relatório que, sem dúvida nenhuma, causam principalmente o desequilíbrio, a desigualdade entre os competidores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mas conspirar contra um mandato, qualquer que seja, é muito ruim.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Não me parece razoável, Presidente.. sr Presidente, quero também render minha homenagem à juventude brasileira e agradecer ao Deputado Rodrigo Maia, que coloca no relatório esta importante matéria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Que Deus tenha misericórdia de tanto ódio e injúria desse grupo LGBT!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faço aqui um cumprimento muito especial à categoria, ao segmento dos lotéricos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O Plenário já votou o parecer do Relator pela inconstitucionalidade, pela rejeição.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Já se passaram  ou  anos, e até hoje não se votou essa matéria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"São mais de  mil participantes, de mais de  países, entre Chefes de Estado e de Governo, Governadores e Prefeitos, Parlamentares e Magistrados, representantes de organizações internacionais, do setor privado e da sociedade civil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Também concorre para dar mais agilidade à oferta de proteção policial, além de contribuir para a reunião de provas a serem utilizadas durante o processo judicial.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Além do mais, a palavra coerência"" faz com que o ser humano acredite no futuro.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colocamos os mais pobres no centro das políticas econômicas, dinamizando o mercado e reduzindo a desigualdade.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Protocolei, como Líder da Minoria, na Comissão Mista de Orçamentos, requerimento convocando a sr Ministra a vir dar explicação sobre se ela e a Presidenta estão acima do Supremo, estão acima do Tribunal de Justiça.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foi sancionada anteontem, pela Presidente da República, a Lei dos Crimes Hediondos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Com a tragédia em Mariana, no entanto, modificações terão que ser feitas no texto, acrescentando a obrigação de haver um seguro de dano, que vai além do seguro ambiental.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Por que não dão também as informações sobre aposentadoria, como estão dizendo que vão fazer aqui no Projeto Brasil D?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valerá para o próximo Presidente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Não venho aqui falar como um Deputado de oposição.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A chegada da Universidade à região cria possibilidades de produção de ciência e tecnologia, amplia as alternativas de cursos para os jovens baianos e os investimentos públicos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amarga.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Essas pessoas são mais apaixonantes e encantadoras quando da forma mais desassombrada e destemida, enfrentam e carregam sobre os seus ombros o rótulo de defensores de bandidos"", e são obrigadas a ouvir, quando identificadas como militantes de Direitos Humanos, chavões fascistas, reacionários, retrógrados e opressivos como: direitos humanos é para bandido"", bandido bom é bandido morto"", adote um bandido"", leve um marginalzinho para casa"", e se um bandido estuprar sua filha?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cada cidade tem a sua característica: Piúma tem trio elétrico; Guarapari tem os blocos de carnaval, tem a escola de samba; Anchieta, no bairro de Iriri, tem o carnaval das famílias, o carnaval de disputa de som.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Então, o Partido Verde fica completamente à vontade para encaminhar este voto a fim de mudarmos a relação entre os gêneros.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Os Correios estão demitindo, e nós estamos vendo o que está acontecendo com a empresa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Já faço um apelo aos colegas Parlamentares que estão no plenário, para que olhem com outros olhos, desprendidos do preconceito.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portanto, a intempestividade dessa decisão da TRANSPETRO implica que, a partir de janeiro, já exista a necessidade, a obrigatoriedade de esses caminhões terem essa adaptação para os  mil litros.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A média registrada em  é % menor se comparada ao ano anterior, mas, ainda assim, desperta a atenção, considerando-se que menos da metade dos automóveis volta para mãos dos proprietários.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Repetir eleições de forma ilimitada, em cenários de desigualdade econômica e de poder, impossibilita que grupos sociais com menos recursos possam disputar eleições de forma igualitária.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muito obrigado, nobre Deputado.. sr Presidente, rapidamente quero registrar que o Governo Federal anunciou o Plano Safra para /, no valor de  bilhões de reais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No Brasil, o transporte do produto da lavoura ao porão do navio custa, por tonelada,  dólares.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E vamos votar hoje a lei que aumenta a aposentadoria para  anos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Felizmente, o Senado vai aprovar a cota para mulheres e a proposição vai voltar a esta Casa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Em segundo lugar, quero registrar que existe uma multiplicidade de cristãos que não são fundamentalistas e desejam entender melhor as pautas libertárias e das minorias.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Naquele período, as mulheres já protestavam em vários países da Europa contra as jornadas abusivas de trabalho de aproximadamente  horas diárias, os péssimos salários recebidos por elas, inferiores aos dos homens, e contra o trabalho infantil nas fábricas, comum à época.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O que o Congresso Nacional e o Executivo Federal, a União, têm que fazer é impor regras, como Planos Nacionais de Educação, de Saúde, de Assistência Social, de Segurança Pública, mas não podem impor salários, não podem impor despesas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nos Estados Unidos, os maiores fundos de pensão de empregados, somados aos  grandes fundos de pensão setoriais, já possuem o controle de praticamente todas as mil maiores empresas industriais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nós estamos conhecendo há pouquíssimo tempo o projeto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quando falamos das questões relacionadas ao pré-sal, nós nos referimos também às riquezas da saúde, da educação, da utilização do Fundo Social do Pré-Sal em políticas sociais importantes, que foram deliberadas lá atrás, quando da definição do marco regulatório do petróleo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sr Presidente, que se respeite a voz da Deputada!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A expropriação tem acontecido sem nenhuma base legal e descumpre acordo feito com os moradores em .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eu acredito que, a partir de mandatos como o de v.exa, vamos cada vez mais reafirmando, confirmando a importância da mulher na Mesa Diretora da Câmara.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muito obrigado.. sr Presidente, invoco o art , inciso VII.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nossa solidariedade por esta grande perda!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deputado Heráclito Fortes - onde está ele, que criticou?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O nível de articulação entre os vários participantes da força-tarefa é uma das características que chama a atenção e que tem dado resultados positivos de atuação.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O Presidente e o Vice-Presidente da República tomarão posse em sessão do Congresso Nacional, no dia  de janeiro do ano seguinte da sua eleição, prestando o compromisso de manter, defender e cumprir a Constituição, observar as leis, promover o bem geral do povo brasileiro, sustentar a união, a integridade e a independência do Brasil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Por isso, na audiência pública ficou mais do que acertado que a Câmara Federal vai votar favoravelmente ao projeto para salvar os lotéricos desse absurdo que o Governo quer fazer com eles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Como Parlamentar e representante da comunidade evangélica, nós nos regozijamos e fazemos questão de expressar nossos votos de congratulações a todos os organizadores, colaboradores e participantes da Marcha para Jesus pelo sucesso de mais uma edição desse evento, que serve de testemunho fidedigno de como a fé e o cristianismo têm o poder de mover as pessoas, em especial a juventude, na direção do bem e do amor a Deus e ao próximo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Não custa lembrar aqui os quatro objetivos centrais: aproximar sociedade e representação política, diminuir o peso do poder econômico e baratear as campanhas, fortalecer os partidos políticos e melhorar o ambiente para a governabilidade.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Através de muito esforço, conseguimos assegurar o investimento de R$  milhões para a aquisição e implantação de um acelerador linear no hospital, que servirá para atender pacientes com câncer do Município e região.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acolho-o como lido na íntegra.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E tem que se respeitar o Brasil, tem que se respeitar a população que não quis - e não quer mais - ver uma esquerda que destruiu o País através das suas ideologias marxistas e bolivarianas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eu lamento profundamente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"v.exa sabe que, de vez em quando, nós temos alguns embates, mas eu quero aqui, publicamente, parabenizar v.exa pela posição digna, correta, decente, de compromisso e comprometimento com o País, em relação ao veto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A ideia é que em vez de tentarmos resolver os problemas somente com infraestrutura cinza, como grandes obras de saneamento e captação de água ou construção de diques, nós nos aliemos à natureza para melhorar a qualidade da água e do abastecimento e também para protegê-la contra desastres naturais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O fato de a investigação e principalmente a repercussão midiática sobre os escândalos de desvios e corrupção na PETROBRAS serem seletivos, de modo a preservar outros setores políticos envolvidos no esquema, tem por objetivo blindar aqueles que no futuro próximo poderão, cinicamente, apresentar-se como porta-vozes de um novo modelo de gestão da PETROBRAS"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
